sbi08,omschr,sectie,afdeling,sbi08_3,sbi08_4,sector
91011,Openbare bibliotheken,R,91,910,9101,14
91012,Kunstuitleencentra,R,91,910,9101,14
91019,Overige culturele uitleencentra en openbare archieven,R,91,910,9101,14
91021,Musea,R,91,910,9102,14
91022,Kunstgalerieën en -expositieruimten,R,91,910,9102,14
9103,Monumentenzorg,R,91,910,9103,14
91041,"Dieren- en plantentuinen, kinderboerderijen",R,91,910,9104,14
91042,Natuurbehoud,R,91,910,9104,14
92001,Loterijen en kansspelen (geen amusementsautomaten),R,92,920,9200,14
92009,Exploitatie van amusements- en speelautomaten,R,92,920,9200,14
93111,Zwembaden,R,93,931,9311,14
93112,"Sporthallen, sportzalen en gymzalen",R,93,931,9311,14
93113,Sportvelden,R,93,931,9311,14
93119,Overige sportaccommodaties,R,93,931,9311,14
93121,Veldvoetbal,R,93,931,9312,14
93122,Veldsport in teamverband (geen voetbal),R,93,931,9312,14
93123,Atletiek,R,93,931,9312,14
93124,Tennis,R,93,931,9312,14
93125,Paardensport en maneges,R,93,931,9312,14
93126,Wielersport,R,93,931,9312,14
93127,Auto- en motorsport,R,93,931,9312,14
93128,Wintersport,R,93,931,9312,14
93129,Overige buitensport,R,93,931,9312,14
9313,Fitnesscentra,R,93,931,9313,14
93141,Individuele zaalsport,R,93,931,9314,14
93142,Zaalsport in teamverband,R,93,931,9314,14
93143,Kracht- en vechtsport,R,93,931,9314,14
93144,"Bowlen, kegelen, biljarten e.d.",R,93,931,9314,14
93145,Denksport,R,93,931,9314,14
93146,Sportscholen,R,93,931,9314,14
93149,Overige binnensport en omnisport,R,93,931,9314,14
93151,Zwem- en onderwatersport,R,93,931,9315,14
93152,"Roei-, kano-, zeil- en surfsport e.d.",R,93,931,9315,14
93191,Beroepssportlieden,R,93,931,9319,14
93192,Hengelsport,R,93,931,9319,14
93193,Verzorgen van vistochten,R,93,931,9319,14
93194,Supportersverenigingen (sport),R,93,931,9319,14
93195,Organiseren van sportevenementen,R,93,931,9319,14
93196,Overkoepelende organen en samenwerkings- en adviesorganen,R,93,931,9319,14
93199,Overige sportactiviteiten (rest),R,93,931,9319,14
93211,Pret- en themaparken,R,93,932,9321,14
93212,Kermisattracties,R,93,932,9321,14
93291,Jachthavens,R,93,932,9329,14
93299,"Overige recreatie (rest, geen jachthavens)",R,93,932,9329,14
9411,Bedrijfs- en werkgeversorganisaties,S,94,941,9411,14
9412,Beroepsorganisaties,S,94,941,9412,14
9420,Werknemersorganisaties,S,94,942,9420,14
94911,Religieuze organisaties,S,94,949,9491,14
94919,Overige levensbeschouwelijke organisaties,S,94,949,9491,14
9492,Politieke organisaties,S,94,949,9492,14
94991,Gezelligheidsverenigingen,S,94,949,9499,14
94992,Hobbyclubs,S,94,949,9499,14
94993,Steunfondsen (niet op het gebied van welzijnszorg),S,94,949,9499,14
94994,"Vriendenkringen op het gebied van cultuur, fanclubs",S,94,949,9499,14
94995,Overkoepelende organen en samenwerkings- en adviesorganen,S,94,949,9499,14
94996,Overige ideële organisaties (rest),S,94,949,9499,14
94997,Overige belangenbehartiging (rest),S,94,949,9499,14
9511,Reparatie van computers en randapparatuur,S,95,951,9511,14
9512,Reparatie van communicatieapparatuur,S,95,951,9512,14
9521,Reparatie van consumentenelektronica (geen computers),S,95,952,9521,14
9522,Reparatie van elektrische huishoudelijke apparaten,S,95,952,9522,14
9523,Reparatie van schoenen en lederwaren,S,95,952,9523,14
9524,Reparatie en stoffering van meubels,S,95,952,9524,14
9525,Reparatie van uurwerken en juweliersartikelen,S,95,952,9525,14
9529,Reparatie van overige consumentenartikelen,S,95,952,9529,14
96011,Wasserijen en linnenverhuur,S,96,960,9601,14
96012,Chemische wasserijen en ververijen,S,96,960,9601,14
96013,Wassalons en -verzendinrichtingen,S,96,960,9601,14
96021,Haarverzorging,S,96,960,9602,14
96022,"Schoonheidsverzorging, pedicures en manicures",S,96,960,9602,14
96031,Uitvaartverzorging,S,96,960,9603,14
96032,"Crematoria, mortuaria en begraafplaatsen",S,96,960,9603,14
9604,"Sauna's, solaria, baden e.d.",S,96,960,9604,14
9609,Overige dienstverlening (rest),S,96,960,9609,14
9700,Huishoudens als werkgever van huishoudelijk personeel,T,97,970,9700,14
9810,Niet-gespecificeerde prod. van goederen door particulieren,T,98,981,9810,14
9820,Niet-gespecificeerde productie v.diensten door particulieren,T,98,982,9820,14
9900,Extraterritoriale organisaties en lichamen,U,99,990,9900,14
