"Region";"CountryName";"ISO1";"2010";"2020";"2030";"2040";"2050";"2060";"2070";"2080";"2090";"2100"
"TUN";"Tunisia";788.00;7211.94;6501.51;6056.66;5861.07;5798.57;5783.81;5781.21;5780.87;5780.84;5780.83
"TUR";"Turkey";792.00;7694.64;6936.67;6462.04;6253.36;6186.68;6170.93;6168.16;6167.79;6167.75;6167.75
"TKM";"Turkmenistan";795.00;4576.55;4309.40;4108.74;3976.54;3899.40;3859.28;3840.62;3832.83;3829.91;3828.92
"TCA";"Turks and Caicos Islands";796.00;273.67;262.65;253.24;245.67;239.93;235.80;232.98;231.15;230.02;229.35
"TUV";"Tuvalu";798.00;162.97;146.92;136.86;132.44;131.03;130.70;130.64;130.63;130.63;130.63
"UGA";"Uganda";800.00;5551.96;5739.62;5892.10;6004.63;6073.65;6096.90;6092.47;6079.22;6057.36;6027.19
"UKR";"Ukraine";804.00;4844.91;4609.62;4433.88;4315.16;4242.19;4201.22;4180.14;4170.19;4165.86;4164.14
"MKD";"The former Yugoslav Republic of Macedonia";807.00;5131.86;4832.29;4607.29;4459.05;4372.54;4327.56;4306.63;4297.90;4294.62;4293.52
"EGY";"Egypt";818.00;9766.07;10878.66;9815.11;9053.27;8666.60;8521.79;8480.99;8472.25;8470.82;8470.64
"GBR";"United Kingdom of Great Britain and Northern Ireland";826.00;4540.32;4501.16;4462.36;4424.06;4386.34;4349.31;4313.06;4277.67;4243.20;4209.73
"TZA";"United Republic of Tanzania";834.00;9933.30;10408.17;10709.12;10812.23;10792.51;10734.09;10639.06;10510.79;10353.72;10173.08
"USA";"United States of America";840.00;1410.60;1342.09;1290.93;1256.36;1235.12;1223.19;1217.05;1214.15;1212.89;1212.39
"VIR";"United States Virgin Islands";850.00;1328.02;1307.66;1287.82;1268.66;1250.30;1232.88;1216.47;1201.13;1186.91;1173.82
"BFA";"Burkina Faso";854.00;5607.58;5815.22;5945.20;5989.45;5981.00;5955.87;5914.78;5858.86;5789.61;5708.88
"URY";"Uruguay";858.00;5078.64;4873.09;4722.12;4620.01;4556.16;4519.14;4499.20;4489.21;4484.55;4482.52
"UZB";"Uzbekistan";860.00;3273.12;3036.73;2863.20;2757.95;2704.29;2681.07;2672.50;2669.78;2669.05;2668.87
"VEN";"Venezuela";862.00;7813.22;7644.06;7490.54;7353.84;7234.30;7131.59;7044.82;6972.74;6913.83;6866.45
"WLF";"Wallis and Futuna";876.00;295.43;304.54;312.94;320.50;327.11;332.66;337.08;340.29;342.23;342.88
"WSM";"Samoa";882.00;3829.15;3605.62;3437.74;3327.13;3262.58;3229.02;3213.40;3206.89;3204.44;3203.62
"YEM";"Yemen";887.00;5458.66;5549.71;5605.40;5624.13;5620.56;5609.88;5592.24;5567.85;5537.02;5500.13
"ZMB";"Zambia";894.00;6178.23;5732.02;5404.48;5205.80;5104.52;5060.70;5044.52;5039.40;5038.00;5037.67
"SRB";"Serbia";688.00;3808.38;3658.28;3508.34;3369.24;3248.23;3148.92;3071.73;3014.74;2974.70;2947.88
"MNE";"Montenegro";499.00;3808.38;3658.28;3508.34;3369.24;3248.23;3148.92;3071.73;3014.74;2974.70;2947.88
"TTO";"Trinidad and Tobago";780;1;1;1;1;1;1;1;1;1;1
